title,control_title,Mod,priority,Recommendation Steps/Approach,COST,
CloudTrail,At least one enabled trail should be present in a region,Compliance,P1,Ensure at least one enabled trail is present in a region. Steps: 1. Review CloudTrail settings in each region. 2. Create a trail if none is enabled. https://docs.aws.amazon.com/awscloudtrail/latest/userguide/how-to-enable-trail.html,,
CloudTrail,At least one CloudTrail trail should be enabled in the AWS account,Compliance,P2,Ensure at least one CloudTrail trail is enabled in the AWS account. Steps: 1. Review CloudTrail settings. 2. Enable a trail if none is present. https://docs.aws.amazon.com/awscloudtrail/latest/userguide/how-to-enable-trail.html,,
CloudTrail,CloudTrail trails should have insight selectors and logging enabled,Compliance,P2,Ensure CloudTrail trails have insight selectors and logging enabled. Steps: 1. Review trail settings. 2. Enable insight selectors if not already set. https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-insight-selectors.html,,
CloudTrail,CloudTrail trails should be integrated with CloudWatch logs,Compliance,P1,Ensure CloudTrail trails are integrated with CloudWatch logs. Steps: 1. Review CloudTrail settings. 2. Enable CloudWatch Logs integration if not already set. https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-cloudwatch-logs.html,,
CloudTrail,CloudTrail trail logs should be encrypted with KMS CMK,Compliance,P1,Ensure CloudTrail trail logs are encrypted with KMS CMK. Steps: 1. Review trail settings. 2. Enable KMS CMK encryption if not already enabled. https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-using-kms.html,,
CloudTrail,CloudTrail trail log file validation should be enabled,Compliance,P1,Ensure CloudTrail trail log file validation is enabled. Steps: 1. Review trail settings. 2. Enable log file validation if not already set. https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-log-file-validation.html,,
CloudWatch,CloudWatch alarm should have an action configured,Compliance,P1,Ensure CloudWatch alarms have an action configured. Steps: 1. Review CloudWatch alarm settings. 2. Configure an action if not already done. https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/AlarmThatSendsEmail.html,,
CloudWatch,CloudWatch alarm action should be enabled,Compliance,P2,Ensure CloudWatch alarm actions are enabled. Steps: 1. Review alarm action settings. 2. Enable actions if not already done. https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/AlarmThatSendsEmail.html,,
CloudWatch,CloudWatch should not allow cross-account sharing,Compliance,P1,Ensure CloudWatch does not allow cross-account sharing. Steps: 1. Review CloudWatch settings. 2. Disable cross-account sharing if enabled. https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/CloudWatch_Logs_Cross_Account_Access.html,,
CloudWatch,Log group retention period should be at least 365 days,Compliance,P1,Ensure log group retention period is at least 365 days. Steps: 1. Review log group settings. 2. Set retention period to 365 days if not already configured. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/working-with-log-groups.html#working-with-log-groups-retention,,
CloudWatch,Log group encryption at rest should be enabled,Compliance,P1,Ensure log group encryption at rest is enabled. Steps: 1. Review log group settings. 2. Enable encryption at rest if not already done. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/EncryptionAtRest.html,,
CloudWatch,Ensure a log metric filter and alarm exist for S3 bucket policy changes,Compliance,P3,Ensure a log metric filter and alarm exist for S3 bucket policy changes. Steps: 1. Create a metric filter for S3 bucket policy changes. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for CloudTrail configuration changes,Compliance,P3,Ensure a log metric filter and alarm exist for CloudTrail configuration changes. Steps: 1. Create a metric filter for CloudTrail configuration changes. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for AWS Config configuration changes,Compliance,P3,Ensure a log metric filter and alarm exist for AWS Config configuration changes. Steps: 1. Create a metric filter for AWS Config changes. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for AWS Management Console authentication failures,Compliance,P3,Ensure a log metric filter and alarm exist for AWS Management Console authentication failures. Steps: 1. Create a metric filter for authentication failures. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for AWS Management Console sign-in without MFA,Compliance,P1,Ensure a log metric filter and alarm exist for AWS Management Console sign-in without MFA. Steps: 1. Create a metric filter for sign-ins without MFA. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer managed keys,Compliance,P3,Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer managed keys. Steps: 1. Create a metric filter for key deletions. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for IAM policy changes,Compliance,P3,Ensure a log metric filter and alarm exist for IAM policy changes. Steps: 1. Create a metric filter for IAM policy changes. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL),Compliance,P3,Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL). Steps: 1. Create a metric filter for NACL changes. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for changes to network gateways,Compliance,P3,Ensure a log metric filter and alarm exist for changes to network gateways. Steps: 1. Create a metric filter for network gateway changes. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure AWS Organizations changes are monitored,Compliance,P3,Ensure AWS Organizations changes are monitored. Steps: 1. Create a metric filter for AWS Organizations changes. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for usage of 'root' account,Compliance,P3,Ensure a log metric filter and alarm exist for usage of 'root' account. Steps: 1. Create a metric filter for root account usage. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for route table changes,Compliance,P3,Ensure a log metric filter and alarm exist for route table changes. Steps: 1. Create a metric filter for route table changes. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for security group changes,Compliance,P2,Ensure a log metric filter and alarm exist for security group changes. Steps: 1. Create a metric filter for security group changes. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for unauthorized API calls,Compliance,P1,Ensure a log metric filter and alarm exist for unauthorized API calls. Steps: 1. Create a metric filter for unauthorized API calls. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CloudWatch,Ensure a log metric filter and alarm exist for VPC changes,Compliance,P3,Ensure a log metric filter and alarm exist for VPC changes. Steps: 1. Create a metric filter for VPC changes. 2. Set up an alarm for the metric filter. https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/MonitoringLogData.html,,
CodeBuild,CodeBuild project artifact encryption should be enabled,Compliance,P1,Ensure CodeBuild project artifact encryption is enabled. Steps: 1. Review artifact encryption settings in CodeBuild. 2. Enable encryption for project artifacts. https://docs.aws.amazon.com/codebuild/latest/userguide/encrypting-build-output.html,,
CodeBuild,CodeBuild projects should not be unused for 90 days or greater,Compliance,P2,Ensure CodeBuild projects are not unused for 90 days or greater. Steps: 1. Identify unused projects older than 90 days. 2. Deactivate or delete projects as necessary. https://docs.aws.amazon.com/codebuild/latest/userguide/create-project.html,,
CodeBuild,CodeBuild project environments should not have privileged mode enabled,Compliance,P1,Ensure CodeBuild project environments do not have privileged mode enabled. Steps: 1. Review project environment settings. 2. Disable privileged mode unless required. https://docs.aws.amazon.com/codebuild/latest/userguide/change-project-environment.html,,
CodeBuild,CodeBuild projects should have logging enabled,Compliance,P1,Ensure logging is enabled for CodeBuild projects. Steps: 1. Review logging settings. 2. Enable CloudWatch logging for each project. https://docs.aws.amazon.com/codebuild/latest/userguide/cloudwatch-logs.html,,
CodeBuild,CodeBuild project plaintext environment variables should not contain sensitive AWS values,Compliance,P1,Ensure CodeBuild project plaintext environment variables do not contain sensitive AWS values. Steps: 1. Review environment variables. 2. Use encrypted secrets to store sensitive data. https://docs.aws.amazon.com/codebuild/latest/userguide/build-spec-ref.html#build-spec-ref-environment,,
